ID,Unvocalized,Vocalized,Root,Normalized,Triliteral,Past,Future,Imperative,Passive,Madhi,Mudhari,Amar,Madhi_from_Vocalized,Mudhari_from_Vocalized,Amar_from_Vocalized
7958,ثج,ثَجَّ,ثجج,ثج,1,0,0,0,0,ثج,ثج,ثج,ثَجَّ,يثج,اثج
7959,قض,قَضَّ,قضض,قض,1,1,1,1,0,قض,قض,قض,قَضَّ,يقض,اقض
7960,زخ,زَخَّ,زخخ,زخ,1,0,0,0,0,زخ,زخ,زخ,زَخَّ,يزخ,ازخ
7961,ذب,ذَبَّ,ذبب,ذب,1,0,0,0,0,ذب,ذب,ذب,ذَبَّ,يذب,اذب
7962,ضد,ضَدَّ,ضدد,ضد,1,0,0,0,0,ضد,ضد,ضد,ضَدَّ,يضد,اضد
7963,خص,خَصَّ,خصص,خص,1,1,1,1,0,خص,خص,خص,خَصَّ,يخص,اخص
7964,رس,رَسَّ,رسس,رس,1,1,1,1,0,رس,رس,رس,رَسَّ,يرس,ارس
7965,شص,شَصَّ,شصص,شص,1,0,0,0,0,شص,شص,شص,شَصَّ,يشص,اشص
7966,ظر,ظَرَّ,ظرر,ظر,1,0,0,0,0,ظر,ظر,ظر,ظَرَّ,يظر,اظر
7967,خل,خَلَّ,خلل,خل,1,0,0,0,0,خل,خل,خل,خَلَّ,يخل,اخل
7968,دش,دَشَّ,دشش,دش,1,0,0,0,0,دش,دش,دش,دَشَّ,يدش,ادش
7969,جس,جَسَّ,جسس,جس,1,0,0,0,0,جس,جس,جس,جَسَّ,يجس,اجس
7970,غد,غَدَّ,غدد,غد,1,1,1,1,0,غد,غد,غد,غَدَّ,يغد,اغد
7971,قز,قَزَّ,قزز,قز,1,1,1,1,0,قز,قز,قز,قَزَّ,يقز,اقز
7972,دم,دَمَّ,دمم,دم,1,1,1,1,0,دم,دم,دم,دَمَّ,يدم,ادم
7973,بث,بَثَّ,بثث,بث,1,0,0,0,0,بث,بث,بث,بَثَّ,يبث,ابث
7974,وص,وَصَّ,وصص,وص,1,0,0,0,0,وص,وص,وص,وَصَّ,يوص,اوص
7975,كظ,كَظَّ,كظظ,كظ,1,0,0,0,0,كظ,كظ,كظ,كَظَّ,يكظ,اكظ
7976,هز,هَزَّ,هزز,هز,1,0,0,0,0,هز,هز,هز,هَزَّ,يهز,اهز
7977,جب,جَبَّ,جبب,جب,1,0,0,0,0,جب,جب,جب,جَبَّ,يجب,اجب
7978,حم,حَمَّ,حمم,حم,1,0,0,0,0,حم,حم,حم,حَمَّ,يحم,احم
7979,هل,هَلَّ,هلل,هل,1,1,1,1,0,هل,هل,هل,هَلَّ,يهل,اهل
7980,خس,خَسَّ,خسس,خس,1,0,0,0,0,خس,خس,خس,خَسَّ,يخس,اخس
7981,مط,مَطَّ,مطط,مط,1,0,0,0,0,مط,مط,مط,مَطَّ,يمط,امط
7982,كح,كَحَّ,كحح,كح,1,1,1,1,0,كح,كح,كح,كَحَّ,يكح,اكح
7983,من,مَنَّ,منن,من,1,1,1,1,0,من,من,من,مَنَّ,يمن,امن
7984,زف,زَفَّ,زفف,زف,1,0,0,0,0,زف,زف,زف,زَفَّ,يزف,ازف
7985,فن,فَنَّ,فنن,فن,1,0,0,0,0,فن,فن,فن,فَنَّ,يفن,افن
7986,مد,مَدَّ,مدد,مد,1,0,0,0,0,مد,مد,مد,مَدَّ,يمد,امد
7987,مك,مَكَّ,مكك,مك,1,0,0,0,0,مك,مك,مك,مَكَّ,يمك,امك
7988,مر,مَرَّ,مرر,مر,1,1,1,1,0,مر,مر,مر,مَرَّ,يمر,امر
7989,لز,لَزَّ,لزز,لز,1,0,0,0,0,لز,لز,لز,لَزَّ,يلز,الز
7990,مض,مَضَّ,مضض,مض,1,0,0,0,0,مض,مض,مض,مَضَّ,يمض,امض
7991,لف,لَفَّ,لفف,لف,1,0,0,0,0,لف,لف,لف,لَفَّ,يلف,الف
7992,رع,رَعَّ,رعع,رع,1,1,1,1,0,رع,رع,رع,رَعَّ,يرع,ارع
7993,تف,تَفَّ,تفف,تف,1,1,1,1,0,تف,تف,تف,تَفَّ,يتف,اتف
7994,هش,هَشَّ,هشش,هش,1,0,0,0,0,هش,هش,هش,هَشَّ,يهش,اهش
7995,غل,غَلَّ,غلل,غل,1,1,1,1,0,غل,غل,غل,غَلَّ,يغل,اغل
7996,مث,مَثَّ,مثث,مث,1,0,0,0,0,مث,مث,مث,مَثَّ,يمث,امث
7997,مز,مَزَّ,مزز,مز,1,1,1,1,0,مز,مز,مز,مَزَّ,يمز,امز
7998,حث,حَثَّ,حثث,حث,1,0,0,0,0,حث,حث,حث,حَثَّ,يحث,احث
7999,قس,قَسَّ,قسس,قس,1,0,0,0,0,قس,قس,قس,قَسَّ,يقس,اقس
8000,صك,صَكَّ,صكك,صك,1,0,0,0,0,صك,صك,صك,صَكَّ,يصك,اصك
8001,غم,غَمَّ,غمم,غم,1,0,0,0,0,غم,غم,غم,غَمَّ,يغم,اغم
8002,ذح,ذَحَّ,ذحح,ذح,1,0,0,0,0,ذح,ذح,ذح,ذَحَّ,يذح,اذح
8003,مر,مَرَّ,مرر,مر,1,1,1,1,0,مر,مر,مر,مَرَّ,يمر,امر
8004,هت,هَتَّ,هتت,هت,1,0,0,0,0,هت,هت,هت,هَتَّ,يهت,اهت
8005,حم,حَمَّ,حمم,حم,1,1,1,1,0,حم,حم,حم,حَمَّ,يحم,احم
8006,هز,هَزَّ,هزز,هز,1,0,0,0,0,هز,هز,هز,هَزَّ,يهز,اهز
8007,مش,مَشَّ,مشش,مش,1,0,0,0,0,مش,مش,مش,مَشَّ,يمش,امش
8008,رس,رَسَّ,رسس,رس,1,0,0,0,0,رس,رس,رس,رَسَّ,يرس,ارس
8009,نش,نَشَّ,نشش,نش,1,0,0,0,0,نش,نش,نش,نَشَّ,ينش,انش
8010,شد,شَدَّ,شدد,شد,1,0,0,0,0,شد,شد,شد,شَدَّ,يشد,اشد
8011,لص,لَصَّ,لصص,لص,1,0,0,0,0,لص,لص,لص,لَصَّ,يلص,الص
8012,سك,سَكَّ,سكك,سك,1,0,0,0,0,سك,سك,سك,سَكَّ,يسك,اسك
8013,غل,غَلَّ,غلل,غل,1,0,0,0,0,غل,غل,غل,غَلَّ,يغل,اغل
8014,مز,مَزَّ,مزز,مز,1,0,0,0,0,مز,مز,مز,مَزَّ,يمز,امز
8015,قض,قَضَّ,قضض,قض,1,0,0,0,0,قض,قض,قض,قَضَّ,يقض,اقض
8016,حف,حَفَّ,حفف,حف,1,0,0,0,0,حف,حف,حف,حَفَّ,يحف,احف
8017,نث,نَثَّ,نثث,نث,1,0,0,0,0,نث,نث,نث,نَثَّ,ينث,انث
8018,هال,هَالَّ,هلل,هال,0,0,0,0,0,هال,يهال,اهال,هَالَّ,يهال,اهال
8019,حاك,حَاكَّ,حكك,حاك,0,0,0,0,0,حاك,يحاك,احاك,حَاكَّ,يحاك,احاك
8020,ماد,مَادَّ,مدد,ماد,0,0,0,0,0,ماد,يماد,اماد,مَادَّ,يماد,اماد
8021,سار,سَارَّ,سرر,سار,0,0,0,0,0,سار,يسار,اسار,سَارَّ,يسار,اسار
8022,شاج,شَاجَّ,شجج,شاج,0,1,1,1,0,شاج,يشاج,اشاج,شَاجَّ,يشاج,اشاج
8023,راد,رَادَّ,ردد,راد,0,0,0,0,0,راد,يراد,اراد,رَادَّ,يراد,اراد
8024,حاج,حَاجَّ,حجج,حاج,0,0,0,0,0,حاج,يحاج,احاج,حَاجَّ,يحاج,احاج
8025,شاق,شَاقَّ,شقق,شاق,0,0,0,0,0,شاق,يشاق,اشاق,شَاقَّ,يشاق,اشاق
8026,صاف,صَافَّ,صفف,صاف,0,0,0,0,0,صاف,يصاف,اصاف,صَافَّ,يصاف,اصاف
8027,لاف,لَافَّ,لفف,لاف,0,0,0,0,0,لاف,يلاف,الاف,لَافَّ,يلاف,الاف
8028,شاد,شَادَّ,شدد,شاد,0,0,0,0,0,شاد,يشاد,اشاد,شَادَّ,يشاد,اشاد
8029,ذاف,ذَافَّ,ذفف,ذاف,0,0,0,0,0,ذاف,يذاف,اذاف,ذَافَّ,يذاف,اذاف
8030,قار,قَارَّ,قرر,قار,0,0,0,0,0,قار,يقار,اقار,قَارَّ,يقار,اقار
8031,لاد,لَادَّ,لدد,لاد,0,0,0,0,0,لاد,يلاد,الاد,لَادَّ,يلاد,الاد
8032,ضار,ضَارَّ,ضرر,ضار,0,0,0,0,0,ضار,يضار,اضار,ضَارَّ,يضار,اضار
8033,عاض,عَاضَّ,عضض,عاض,0,1,1,1,0,عاض,يعاض,اعاض,عَاضَّ,يعاض,اعاض
8034,صات,صَاتَّ,صتت,صات,0,0,0,0,0,صات,يصات,اصات,صَاتَّ,يصات,اصات
8035,جار,جَارَّ,جرر,جار,0,0,0,0,0,جار,يجار,اجار,جَارَّ,يجار,اجار
8036,قاص,قَاصَّ,قصص,قاص,0,0,0,0,0,قاص,يقاص,اقاص,قَاصَّ,يقاص,اقاص
8037,حاث,حَاثَّ,حثث,حاث,0,0,0,0,0,حاث,يحاث,احاث,حَاثَّ,يحاث,احاث
8038,شام,شَامَّ,شمم,شام,0,1,1,1,0,شام,يشام,اشام,شَامَّ,يشام,اشام
8039,غار,غَارَّ,غرر,غار,0,0,0,0,0,غار,يغار,اغار,غَارَّ,يغار,اغار
8040,حاب,حَابَّ,حبب,حاب,0,0,0,0,0,حاب,يحاب,احاب,حَابَّ,يحاب,احاب
8041,مار,مَارَّ,مرر,مار,0,0,0,0,0,مار,يمار,امار,مَارَّ,يمار,امار
8042,شار,شَارَّ,شرر,شار,0,0,0,0,0,شار,يشار,اشار,شَارَّ,يشار,اشار
8043,حاق,حَاقَّ,حقق,حاق,0,0,0,0,0,حاق,يحاق,احاق,حَاقَّ,يحاق,احاق
8044,ضام,ضَامَّ,ضمم,ضام,0,0,0,0,0,ضام,يضام,اضام,ضَامَّ,يضام,اضام
8045,لاظ,لَاظَّ,لظظ,لاظ,0,1,1,1,0,لاظ,يلاظ,الاظ,لَاظَّ,يلاظ,الاظ
8046,واد,وَادَّ,ودد,واد,0,0,0,0,0,واد,يواد,اواد,وَادَّ,يواد,اواد
8047,ماس,مَاسَّ,مسس,ماس,0,0,0,0,0,ماس,يماس,اماس,مَاسَّ,يماس,اماس
8048,ضاد,ضَادَّ,ضدد,ضاد,0,0,0,0,0,ضاد,يضاد,اضاد,ضَادَّ,يضاد,اضاد
8049,شاح,شَاحَّ,شحح,شاح,0,0,0,0,0,شاح,يشاح,اشاح,شَاحَّ,يشاح,اشاح
8050,عاق,عَاقَّ,عقق,عاق,0,0,0,0,0,عاق,يعاق,اعاق,عَاقَّ,يعاق,اعاق
8051,صار,صَارَّ,صرر,صار,0,0,0,0,0,صار,يصار,اصار,صَارَّ,يصار,اصار
8052,عاد,عَادَّ,عدد,عاد,0,0,0,0,0,عاد,يعاد,اعاد,عَادَّ,يعاد,اعاد
8053,لاج,لَاجَّ,لج ج,لاج,0,0,0,0,0,لاج,يلاج,الاج,لَاجَّ,يلاج,الاج
8054,ألث,أَلَثَّ,لثث,ءلث,0,1,1,1,0,ألث,يألث,األث,أَلَثَّ,يألث,األث
8055,أرض,أَرَضَّ,رضض,ءرض,0,0,0,0,0,أرض,يأرض,اأرض,أَرَضَّ,يأرض,اأرض
8056,أذل,أَذَلَّ,ذلل,ءذل,0,0,0,0,0,أذل,يأذل,اأذل,أَذَلَّ,يأذل,اأذل
8057,أرس,أَرَسَّ,رسس,ءرس,0,0,0,0,0,أرس,يأرس,اأرس,أَرَسَّ,يأرس,اأرس
8058,أمض,أَمَضَّ,مضض,ءمض,0,0,0,0,0,أمض,يأمض,اأمض,أَمَضَّ,يأمض,اأمض
8059,أتم,أَتَمَّ,تمم,ءتم,0,0,0,0,0,أتم,يأتم,اأتم,أَتَمَّ,يأتم,اأتم
8060,أجن,أَجَنَّ,جنن,ءجن,0,0,0,0,0,أجن,يأجن,اأجن,أَجَنَّ,يأجن,اأجن
8061,أظل,أَظَلَّ,ظلل,ءظل,0,0,0,0,0,أظل,يأظل,اأظل,أَظَلَّ,يأظل,اأظل
8062,أحس,أَحَسَّ,حسس,ءحس,0,0,0,0,0,أحس,يأحس,اأحس,أَحَسَّ,يأحس,اأحس
8063,أدر,أَدَرَّ,درر,ءدر,0,0,0,0,0,أدر,يأدر,اأدر,أَدَرَّ,يأدر,اأدر
8064,أسر,أَسَرَّ,سرر,ءسر,0,0,0,0,0,أسر,يأسر,اأسر,أَسَرَّ,يأسر,اأسر
8065,أبل,أَبَلَّ,بلل,ءبل,0,1,1,1,0,أبل,يأبل,اأبل,أَبَلَّ,يأبل,اأبل
8066,أرك,أَرَكَّ,ركك,ءرك,0,1,1,1,0,أرك,يأرك,اأرك,أَرَكَّ,يأرك,اأرك
8067,أطل,أَطَلَّ,طلل,ءطل,0,0,0,0,0,أطل,يأطل,اأطل,أَطَلَّ,يأطل,اأطل
8068,أمر,أَمَرَّ,مرر,ءمر,0,0,0,0,0,أمر,يأمر,اأمر,أَمَرَّ,يأمر,اأمر
8069,أعد,أَعَدَّ,عدد,ءعد,0,0,0,0,0,أعد,يأعد,اأعد,أَعَدَّ,يأعد,اأعد
8070,أصح,أَصَحَّ,صحح,ءصح,0,0,0,0,0,أصح,يأصح,اأصح,أَصَحَّ,يأصح,اأصح
8071,أصد,أَصَدَّ,صدد,ءصد,0,0,0,0,0,أصد,يأصد,اأصد,أَصَدَّ,يأصد,اأصد
8072,أشد,أَشَدَّ,شدد,ءشد,0,1,1,1,0,أشد,يأشد,اأشد,أَشَدَّ,يأشد,اأشد
8073,ألز,أَلَزَّ,لزز,ءلز,0,0,0,0,0,ألز,يألز,األز,أَلَزَّ,يألز,األز
8074,أجم,أَجَمَّ,جمم,ءجم,0,0,0,0,0,أجم,يأجم,اأجم,أَجَمَّ,يأجم,اأجم
8075,أزف,أَزَفَّ,زفف,ءزف,0,0,0,0,0,أزف,يأزف,اأزف,أَزَفَّ,يأزف,اأزف
8076,أجل,أَجَلَّ,جلل,ءجل,0,0,0,0,0,أجل,يأجل,اأجل,أَجَلَّ,يأجل,اأجل
8077,أمر,أَمَرَّ,مرر,ءمر,0,0,0,0,0,أمر,يأمر,اأمر,أَمَرَّ,يأمر,اأمر
8078,أهم,أَهَمَّ,همم,ءهم,0,0,0,0,0,أهم,يأهم,اأهم,أَهَمَّ,يأهم,اأهم
8079,أشل,أَشَلَّ,شلل,ءشل,0,0,0,0,0,أشل,يأشل,اأشل,أَشَلَّ,يأشل,اأشل
8080,أزل,أَزَلَّ,زلل,ءزل,0,0,0,0,0,أزل,يأزل,اأزل,أَزَلَّ,يأزل,اأزل
8081,أقض,أَقَضَّ,قضض,ءقض,0,0,0,0,0,أقض,يأقض,اأقض,أَقَضَّ,يأقض,اأقض
8082,أقر,أَقَرَّ,قرر,ءقر,0,0,0,0,0,أقر,يأقر,اأقر,أَقَرَّ,يأقر,اأقر
8083,أمس,أَمَسَّ,مسس,ءمس,0,0,0,0,0,أمس,يأمس,اأمس,أَمَسَّ,يأمس,اأمس
8084,ألف,أَلَفَّ,لفف,ءلف,0,0,0,0,0,ألف,يألف,األف,أَلَفَّ,يألف,األف
8085,أسن,أَسَنَّ,سنن,ءسن,0,0,0,0,0,أسن,يأسن,اأسن,أَسَنَّ,يأسن,اأسن
8086,أضل,أَضَلَّ,ضلل,ءضل,0,0,0,0,0,أضل,يأضل,اأضل,أَضَلَّ,يأضل,اأضل
8087,أزك,أَزَكَّ,زكك,ءزك,0,1,1,1,0,أزك,يأزك,اأزك,أَزَكَّ,يأزك,اأزك
8088,أخل,أَخَلَّ,خلل,ءخل,0,0,0,0,0,أخل,يأخل,اأخل,أَخَلَّ,يأخل,اأخل
8089,أعف,أَعَفَّ,عفف,ءعف,0,0,0,0,0,أعف,يأعف,اأعف,أَعَفَّ,يأعف,اأعف
8090,ألج,أَلَجَّ,لجج,ءلج,0,1,1,1,0,ألج,يألج,األج,أَلَجَّ,يألج,األج
8091,أكل,أَكَلَّ,أكل,ءكل,0,0,0,0,0,أكل,يأكل,اأكل,أَكَلَّ,يأكل,اأكل
8092,أمد,أَمَدَّ,مدد,ءمد,0,0,0,0,0,أمد,يأمد,اأمد,أَمَدَّ,يأمد,اأمد
8093,أحث,أَحَثَّ,حثث,ءحث,0,0,0,0,0,أحث,يأحث,اأحث,أَحَثَّ,يأحث,اأحث
8094,أفج,أَفَجَّ,فجج,ءفج,0,0,0,0,0,أفج,يأفج,اأفج,أَفَجَّ,يأفج,اأفج
8095,أنق,أَنَقَّ,نقق,ءنق,0,1,1,1,0,أنق,يأنق,اأنق,أَنَقَّ,يأنق,اأنق
8096,أبر,أَبَرَّ,برر,ءبر,0,0,0,0,0,أبر,يأبر,اأبر,أَبَرَّ,يأبر,اأبر
8097,أكم,أَكَمَّ,كمم,ءكم,0,0,0,0,0,أكم,يأكم,اأكم,أَكَمَّ,يأكم,اأكم
8098,ألح,أَلَحَّ,لحح,ءلح,0,1,1,1,0,ألح,يألح,األح,أَلَحَّ,يألح,األح
8099,أغن,أَغَنَّ,غنن,ءغن,0,0,0,0,0,أغن,يأغن,اأغن,أَغَنَّ,يأغن,اأغن
8100,أهل,أَهَلَّ,هلل,ءهل,0,0,0,0,0,أهل,يأهل,اأهل,أَهَلَّ,يأهل,اأهل
8101,أشع,أَشَعَّ,شعع,ءشع,0,0,0,0,0,أشع,يأشع,اأشع,أَشَعَّ,يأشع,اأشع
8102,أمل,أَمَلَّ,ملل,ءمل,0,0,0,0,0,أمل,يأمل,اأمل,أَمَلَّ,يأمل,اأمل
8103,أمن,أَمَنَّ,منن,ءمن,0,0,0,0,0,أمن,يأمن,اأمن,أَمَنَّ,يأمن,اأمن
8104,أهر,أَهَرَّ,هرر,ءهر,0,0,0,0,0,أهر,يأهر,اأهر,أَهَرَّ,يأهر,اأهر
8105,أكب,أَكَبَّ,كبب,ءكب,0,0,0,0,0,أكب,يأكب,اأكب,أَكَبَّ,يأكب,اأكب
8106,أنض,أَنَضَّ,نضض,ءنض,0,0,0,0,0,أنض,يأنض,اأنض,أَنَضَّ,يأنض,اأنض
8107,أعن,أَعَنَّ,عنن,ءعن,0,0,0,0,0,أعن,يأعن,اأعن,أَعَنَّ,يأعن,اأعن
8108,ألب,أَلَبَّ,لبب,ءلب,0,0,0,0,0,ألب,يألب,األب,أَلَبَّ,يألب,األب
8109,أعز,أَعَزَّ,عزز,ءعز,0,0,0,0,0,أعز,يأعز,اأعز,أَعَزَّ,يأعز,اأعز
8110,أكن,أَكَنَّ,كنن,ءكن,0,0,0,0,0,أكن,يأكن,اأكن,أَكَنَّ,يأكن,اأكن
8111,أهب,أَهَبَّ,هبب,ءهب,0,0,0,0,0,أهب,يأهب,اأهب,أَهَبَّ,يأهب,اأهب
8112,أفل,أَفَلَّ,فلل,ءفل,0,1,1,1,0,أفل,يأفل,اأفل,أَفَلَّ,يأفل,اأفل
8113,ألد,أَلَدَّ,لدد,ءلد,0,0,0,0,0,ألد,يألد,األد,أَلَدَّ,يألد,األد
8114,أغم,أَغَمَّ,غمم,ءغم,0,0,0,0,0,أغم,يأغم,اأغم,أَغَمَّ,يأغم,اأغم
8115,أصر,أَصَرَّ,صرر,ءصر,0,0,0,0,0,أصر,يأصر,اأصر,أَصَرَّ,يأصر,اأصر
8116,أحق,أَحَقَّ,حقق,ءحق,0,0,0,0,0,أحق,يأحق,اأحق,أَحَقَّ,يأحق,اأحق
8117,أغل,أَغَلَّ,غلل,ءغل,0,0,0,0,0,أغل,يأغل,اأغل,أَغَلَّ,يأغل,اأغل
8118,أخف,أَخَفَّ,خفف,ءخف,0,0,0,0,0,أخف,يأخف,اأخف,أَخَفَّ,يأخف,اأخف
8119,أحل,أَحَلَّ,حلل,ءحل,0,0,0,0,0,أحل,يأحل,اأحل,أَحَلَّ,يأحل,اأحل
8120,أحب,أَحَبَّ,حبب,ءحب,0,0,0,0,0,أحب,يأحب,اأحب,أَحَبَّ,يأحب,اأحب
8121,أمص,أَمَصَّ,مصص,ءمص,0,0,0,0,0,أمص,يأمص,اأمص,أَمَصَّ,يأمص,اأمص
8122,أزم,أَزَمَّ,زمم,ءزم,0,0,0,0,0,أزم,يأزم,اأزم,أَزَمَّ,يأزم,اأزم
8123,أمر,أَمَرَّ,مرر,ءمر,0,0,0,0,0,أمر,يأمر,اأمر,أَمَرَّ,يأمر,اأمر
8124,ألم,أَلَمَّ,لمم,ءلم,0,1,1,1,0,ألم,يألم,األم,أَلَمَّ,يألم,األم
8125,تصاف,تَصَافَّ,صفف,تصاف,0,1,1,1,0,صاف,يصاف,اصاف,تَصَافَّ,يصاف,اصاف
8126,تشاح,تَشَاحَّ,شحح,تشاح,0,1,1,1,0,شاح,يشاح,اشاح,تَشَاحَّ,يشاح,اشاح
8127,تساب,تَسَابَّ,سبب,تساب,0,1,1,1,0,ساب,يساب,اساب,تَسَابَّ,يساب,اساب
8128,تحات,تَحَاتَّ,حتت,تحات,0,1,1,1,0,حات,يحات,احات,تَحَاتَّ,يحات,احات
8129,تحاج,تَحَاجَّ,حجج,تحاج,0,1,1,1,0,حاج,يحاج,احاج,تَحَاجَّ,يحاج,احاج
8130,تحاك,تَحَاكَّ,حكك,تحاك,0,1,1,1,0,حاك,يحاك,احاك,تَحَاكَّ,يحاك,احاك
8131,تناد,تَنَادَّ,ندد,تناد,0,1,1,1,0,ناد,يناد,اناد,تَنَادَّ,يناد,اناد
8132,تواد,تَوَادَّ,ودد,تواد,0,1,1,1,0,واد,يواد,اواد,تَوَادَّ,يواد,اواد
8133,تضاد,تَضَادَّ,ضدد,تضاد,0,1,1,1,0,ضاد,يضاد,اضاد,تَضَادَّ,يضاد,اضاد
8134,تناص,تَنَاصَّ,نصص,تناص,0,1,1,1,0,ناص,يناص,اناص,تَنَاصَّ,يناص,اناص
8135,تضام,تَضَامَّ,ضمم,تضام,0,1,1,1,0,ضام,يضام,اضام,تَضَامَّ,يضام,اضام
8136,تهاد,تَهَادَّ,هدد,تهاد,0,1,1,1,0,هاد,يهاد,اهاد,تَهَادَّ,يهاد,اهاد
8137,تراص,تَرَاصَّ,رصص,تراص,0,1,1,1,0,راص,يراص,اراص,تَرَاصَّ,يراص,اراص
8138,تشاد,تَشَادَّ,شدد,تشاد,0,0,0,0,0,شاد,يشاد,اشاد,تَشَادَّ,يشاد,اشاد
8139,تلاذ,تَلَاذَّ,لذذ,تلاذ,0,1,1,1,0,لاذ,يلاذ,الاذ,تَلَاذَّ,يلاذ,الاذ
8140,تعاض,تَعَاضَّ,عضض,تعاض,0,1,1,1,0,عاض,يعاض,اعاض,تَعَاضَّ,يعاض,اعاض
8141,انقاض,اِنْقَاضَّ,قضض,انقاض,0,1,1,1,0,قاض,يقاض,اقاض,اِنْقَاضَّ,يقاض,اقاض
8142,تحاب,تَحَابَّ,حبب,تحاب,0,1,1,1,0,حاب,يحاب,احاب,تَحَابَّ,يحاب,احاب
8143,تماس,تَمَاسَّ,مسس,تماس,0,1,1,1,0,ماس,يماس,اماس,تَمَاسَّ,يماس,اماس
8144,تحاث,تَحَاثَّ,حثث,تحاث,0,1,1,1,0,حاث,يحاث,احاث,تَحَاثَّ,يحاث,احاث
8145,تسار,تَسَارَّ,سرر,تسار,0,1,1,1,0,سار,يسار,اسار,تَسَارَّ,يسار,اسار
8146,أسن,أَسِنَ,أسن,ءسن,1,1,1,1,0,أسن,يأسن,اأسن,أَسِنَ,يأسن,اأسن
8147,أكل,أَكِلَ,أكل,ءكل,1,1,1,1,0,أكل,يأكل,اأكل,أَكِلَ,يأكل,اأكل
8148,أله,أَلَهَ,أله,ءله,1,0,0,0,0,أله,يأله,األه,أَلَهَ,يأله,األه
8149,أجم,أَجِمَ,أجم,ءجم,1,0,0,0,0,أجم,يأجم,اأجم,أَجِمَ,يأجم,اأجم
8150,أبه,أَبَهَ,أبه,ءبه,1,0,0,0,0,أبه,يأبه,اأبه,أَبَهَ,يأبه,اأبه
8151,أجم,أَجَمَ,أجم,ءجم,1,0,0,0,0,أجم,يأجم,اأجم,أَجَمَ,يأجم,اأجم
8152,أهل,أَهِلَ,أهل,ءهل,1,1,1,1,0,أهل,يأهل,اأهل,أَهِلَ,يأهل,اأهل
8153,أخذ,أَخَذَ,أخذ,ءخذ,1,0,0,0,0,أخذ,يأخذ,اأخذ,أَخَذَ,يأخذ,اأخذ
8154,أدب,أَدَبَ,أدب,ءدب,1,0,0,0,0,أدب,يأدب,اأدب,أَدَبَ,يأدب,اأدب
8155,أمن,أَمِنَ,أمن,ءمن,1,0,0,0,0,أمن,يأمن,اأمن,أَمِنَ,يأمن,اأمن
8156,ألف,أَلَفَ,ألف,ءلف,1,0,0,0,0,ألف,يألف,األف,أَلَفَ,يألف,األف
8157,ألب,أَلَبَ,ألب,ءلب,1,0,0,0,0,ألب,يألب,األب,أَلَبَ,يألب,األب
8158,أرق,أَرِقَ,أرق,ءرق,1,1,1,1,0,أرق,يأرق,اأرق,أَرِقَ,يأرق,اأرق
8159,أذن,أَذِنَ,أذن,ءذن,1,1,1,1,0,أذن,يأذن,اأذن,أَذِنَ,يأذن,اأذن
8160,أثم,أَثِمَ,أثم,ءثم,1,1,1,1,0,أثم,يأثم,اأثم,أَثِمَ,يأثم,اأثم
8161,أجم,أَجَمَ,أجم,ءجم,1,1,1,1,0,أجم,يأجم,اأجم,أَجَمَ,يأجم,اأجم
8162,أسر,أَسَرَ,أسر,ءسر,1,0,0,0,0,أسر,يأسر,اأسر,أَسَرَ,يأسر,اأسر
8163,أفق,أَفِقَ,أفق,ءفق,1,1,1,1,0,أفق,يأفق,اأفق,أَفِقَ,يأفق,اأفق
8164,أزف,أَزِفَ,أزف,ءزف,1,1,1,1,0,أزف,يأزف,اأزف,أَزِفَ,يأزف,اأزف
8165,أمر,أَمَرَ,أمر,ءمر,1,0,0,0,0,أمر,يأمر,اأمر,أَمَرَ,يأمر,اأمر
8166,أفك,أَفَكَ,أفك,ءفك,1,0,0,0,0,أفك,يأفك,اأفك,أَفَكَ,يأفك,اأفك
8167,أنض,أَنَضَ,أنض,ءنض,1,1,1,1,0,أنض,يأنض,اأنض,أَنَضَ,يأنض,اأنض
8168,أزر,أَزَرَ,أزر,ءزر,1,0,0,0,0,أزر,يأزر,اأزر,أَزَرَ,يأزر,اأزر
8169,أفك,أَفِكَ,أفك,ءفك,1,1,1,1,0,أفك,يأفك,اأفك,أَفِكَ,يأفك,اأفك
8170,أطر,أَطَرَ,أطر,ءطر,1,0,0,0,0,أطر,يأطر,اأطر,أَطَرَ,يأطر,اأطر
8171,أله,أَلِهَ,أله,ءله,1,1,1,1,0,أله,يأله,األه,أَلِهَ,يأله,األه
8172,أسف,أَسِفَ,أسف,ءسف,1,1,1,1,0,أسف,يأسف,اأسف,أَسِفَ,يأسف,اأسف
8173,أله,أَلَهَ,أله,ءله,1,1,1,1,0,أله,يأله,األه,أَلَهَ,يأله,األه
8174,ألق,أَلِقَ,ألق,ءلق,1,1,1,1,0,ألق,يألق,األق,أَلِقَ,يألق,األق
8175,أفل,أَفِلَ,أفل,ءفل,1,1,1,1,0,أفل,يأفل,اأفل,أَفِلَ,يأفل,اأفل
8176,أنف,أَنِفَ,أنف,ءنف,1,0,0,0,0,أنف,يأنف,اأنف,أَنِفَ,يأنف,اأنف
8177,أجن,أَجِنَ,أجن,ءجن,1,1,1,1,0,أجن,يأجن,اأجن,أَجِنَ,يأجن,اأجن
8178,ألف,أَلِفَ,ألف,ءلف,1,0,0,0,0,ألف,يألف,األف,أَلِفَ,يألف,األف
8179,أوب,أَوِبَ,أوب,ءوب,1,1,1,1,0,أوب,يأوب,اأوب,أَوِبَ,يأوب,اأوب
